"store_id","ME_avg","RMSE_avg","MAE_avg","MPE_avg","MAPE_avg","ME_naive","RMSE_naive","MAE_naive","MPE_naive","MAPE_naive","ME_snaive","RMSE_snaive","MAE_snaive","MPE_snaive","MAPE_snaive","ME_rwf","RMSE_rwf","MAE_rwf","MPE_rwf","MAPE_rwf","ME_avgmodels","RMSE_avgmodels","MAE_avgmodels","MPE_avgmodels","MAPE_avgmodels"
"S0055","-276.618","387.046990764687","285.37","-20.8664363411433","21.5266357889655","2393.882","2409.14069432651","2393.882","59.904558376041","59.904558376041","-61.45","474.666204042378","449.558","-10.0923510943063","29.993815816925","2460.902","2474.01455899111","2460.902","60.5924735058446","60.5924735058446","1129.178","1164.8922878876","1129.178","41.277398064399","41.277398064399"
"S0056","-1283.652","1485.98726749592","1283.652","-33.8890282247526","33.8890282247526","14261.708","14281.3413508438","14261.708","73.7680783854898","73.7680783854898","-1448.432","1748.66489309988","1448.432","-45.1335839620999","45.1335839620999","14650.376","14664.4759098128","14650.376","74.3059511094093","74.3059511094093","6545","6581.44008465321","6545","56.375349299822","56.375349299822"
"S0058","-343.01","433.243806533919","343.01","-21.4679117275219","21.4679117275219","4458.75","4466.59779903004","4458.75","69.6729764951856","69.6729764951856","-312.6","323.0354826331","312.6","-19.4781300290088","19.4781300290088","4564.362","4572.34734272234","4564.362","70.1631944854663","70.1631944854663","2091.872","2102.38768037677","2091.872","51.9517606282748","51.9517606282748"
"S0059","-411.156","425.600065930446","411.156","-58.7978892273371","58.7978892273371","1665.064","1668.68939107313","1665.064","59.9917131749709","59.9917131749709","-215.696","293.454546463332","275.688","-28.4757437966726","33.9853593579018","1736.844","1740.46251457479","1736.844","60.9987492358094","60.9987492358094","693.762","703.816605473329","693.762","38.4172864361139","38.4172864361139"
"S0061","-649.87","800.23499034971","649.87","-20.7828714881914","20.7828714881914","10767.16","10777.2807093663","10767.16","74.0317299666254","74.0317299666254","-830.964","1281.21021396178","1267.564","-43.0588287974854","50.7232110124673","11311.504","11324.2801384088","11311.504","74.9608212010142","74.9608212010142","5149.458","5154.12352244104","5149.458","57.8018260207051","57.8018260207051"
"S0062","-2264.566","2657.08645769384","2264.566","-26.0563292770485","26.0563292770485","20028.944","20077.1125172531","20028.944","64.6417133700506","64.6417133700506","-1670.582","3283.38618071953","3150.022","-26.2106879145484","35.7418540624933","20563.766","20599.4069565932","20563.766","65.2660391213296","65.2660391213296","9164.39","9242.50447670868","9164.39","45.6046442360555","45.6046442360555"
"S0067","-378.49","462.505816633694","378.49","-24.6590960915766","24.6590960915766","4898.14","4905.34732816342","4898.14","71.9096471859438","71.9096471859438","-338.79","474.068930030222","391.598","-23.5878524223577","26.3503550379677","5018.16","5025.13740677009","5018.16","72.3983154149536","72.3983154149536","2299.758","2315.27511355778","2299.758","54.5852570658623","54.5852570658623"
"S0068","-200.906","337.763199090724","214.59","-50.1612903225807","53.5778487965645","2187.514","2204.29994738012","2187.514","78.4353195120727","78.4353195120727","-148.224","299.034061203737","163.38","-31.5364583817869","35.2820055280278","2244.322","2258.05327392867","2244.322","78.9415164860383","78.9415164860383","1020.678","1053.88521730784","1020.678","63.0161293587022","63.0161293587022"
"S0071","-236.476","257.209850355697","236.476","-13.4197429276736","13.4197429276736","2085.464","2087.91668987055","2085.464","51.0631254453256","51.0631254453256","-64.6819999999999","651.112877141898","566.73","-12.3373188292513","29.498814891489","2283.08","2285.02998636779","2283.08","53.3262557524268","53.3262557524268","1016.846","1036.03805021823","1016.846","33.5278500509653","33.5278500509653"
"S0072","-1109.026","1125.70880066738","1109.026","-51.388047114645","51.388047114645","5785.054","5788.27534056043","5785.054","63.9075718442548","63.9075718442548","-833.84","925.757105011892","833.84","-35.9315034353747","35.9315034353747","5949.292","5951.7716824018","5949.292","64.5563067180067","64.5563067180067","2447.868","2459.09162541781","2447.868","42.8045021218022","42.8045021218022"
"S0073","-536.154","561.311619779958","536.154","-59.4142287234043","59.4142287234043","2589.786","2595.11100891272","2589.786","64.2891612922444","64.2891612922444","-435.078","571.69983283188","491.77","-54.5895458990234","58.4604695894151","2666.398","2672.94721195537","2666.398","64.9350298933393","64.9350298933393","1071.238","1091.04610139994","1071.238","42.557674428449","42.557674428449"
"S0076","-637.898","645.555744471382","637.898","-77.3941423406372","77.3941423406372","-319.918","334.926689799425","319.918","-28.0089301348275","28.0089301348275","-822.24","839.160076433573","822.24","-149.323725143946","149.323725143946","-274.228","290.004029558212","274.228","-23.0765878262879","23.0765878262879","-513.572","522.954570149263","513.572","-54.3762625622031","54.3762625622031"
"S0077","-57.814","115.169737257667","99.73","-13.4398028686333","23.1838575446916","318.546","333.756144362917","318.546","39.4958650019218","39.4958650019218","-14.856","134.628264342968","112.4","-7.05819134361741","23.5037845135349","326.928","340.672539955894","326.928","40.1741120294293","40.1741120294293","143.198","173.091763697757","143.198","22.7011438750872","22.7011438750872"
"S0080","-410.06","448.661473942214","410.06","-28.9932335452122","28.9932335452122","1811.11","1820.23826646404","1811.11","49.8173566221978","49.8173566221978","-404.704","407.783932199394","404.704","-28.5909686773933","28.5909686773933","1873.89","1880.31592080161","1873.89","50.7022748244195","50.7022748244195","717.558","731.0028671216","717.558","28.3278341292193","28.3278341292193"
"S0083","100.274","158.73965106425","149.97","12.4604219996521","18.635832691304","2391.394","2394.55813564424","2391.394","77.2449012552247","77.2449012552247","357.248","734.599013775543","555.2","8.50528692725434","42.2135220483968","2452.078","2455.54324679082","2452.078","77.6753584866447","77.6753584866447","1325.25","1341.41816911059","1325.25","65.0405505000056","65.0405505000056"
"S0085","-4894.556","5383.87974731606","4894.556","-34.1096877513161","34.1096877513161","22047.554","22161.3203595666","22047.554","53.3948067365809","53.3948067365809","-4255.562","5181.66195643637","4255.562","-29.517473158853","29.517473158853","22768.544","22905.0678948402","22768.544","54.1607494345465","54.1607494345465","8916.496","9253.34458510435","8916.496","31.5921009217294","31.5921009217294"
"S0086","-186.396","198.970194250295","186.396","-68.0376697328077","68.0376697328077","680.564","684.114776539727","680.564","59.6504575255057","59.6504575255057","-130.914","161.502641278711","146.074","-42.3200494023463","46.1398437986374","702.08","705.672161502776","702.08","60.3899063710495","60.3899063710495","266.334","276.784217938812","266.334","36.5704699687389","36.5704699687389"
"S0088","-116.938","212.275773229071","179.422","-13.4941955734035","20.7046089224307","3820.332","3824.43761856302","3820.332","79.526463149349","79.526463149349","-89.04","417.601826049647","347.608","-23.5976549879703","44.3893647505088","3915.072","3919.89088882331","3915.072","79.9114066734313","79.9114066734313","1882.356","1897.14556809961","1882.356","65.5407166536698","65.5407166536698"
