"store_id","ME_lm","RMSE_lm","MAE_lm","MPE_lm","MAPE_lm","ME_tslm","RMSE_tslm","MAE_tslm","MPE_tslm","MAPE_tslm"
"S0002","-230.845931610145","1157.68461005839","1021.79509241556","-5.00386789767908","22.106874678092","-384.666993506493","1434.60769346513","1271.5637987013","-11.9262712128168","28.9570789460273"
"S0003","86.3697983526235","135.28658188851","94.8619831091657","6.58974868982527","7.23216182555155","205.860240259741","440.084774214922","263.710448051948","9.64526902337813","14.2662236284472"
"S0005","311.602298756008","317.641651775383","311.602298756008","20.8844451771201","20.8844451771201","1655.77366666667","2744.68358385639","1715.80353333333","32.3261459629613","38.0950148621117"
"S0007","79.881332580467","136.841443248964","108.359279503108","8.36977308508481","11.2165283339374","79.8813325804629","136.841443248961","108.359279503105","8.36977308508443","11.2165283339372"
"S0010","82.2321528896866","444.730530817247","337.309111123797","2.78666813004597","11.3443230099573","-42.8521688311681","481.584799487624","447.750766233767","-2.19157887560506","15.9710381056209"
"S0012","182.911793898934","333.939395118991","236.496041220213","9.54726415299991","12.3395674919071","260.05937012987","383.251871539259","339.770422077922","12.3352120336382","16.8046923115022"
"S0014","-174.083344858736","226.362021057063","209.893220665359","-14.1123765814265","17.0388695506209","-84.1850519480518","146.976880486341","85.4798311688312","-6.82828217426108","6.91543179265916"
"S0015","454.078783757892","541.561126377086","480.488310395925","13.6654143660213","14.4518624748684","358.500116883118","564.38350602335","430.334870129871","10.3434381007273","12.5574760983842"
"S0016","31.6441085232739","137.88660222218","114.272708611403","3.8874242614772","13.8024794348104","43.6948896103895","117.822054064865","107.022577922078","4.98587467090111","12.3820676137619"
"S0020","-192.140067377627","1277.77954898243","1021.08358357857","-2.11551335644692","11.2249341312858","-776.085045454546","1653.28700221837","1429.39622727273","-9.89632086918312","17.4396609661234"
"S0022","195.657187037423","317.654906965171","271.686312222454","9.42506963040073","13.0834869191573","135.004844155844","333.366397166157","294.946168831169","5.41169857146911","14.7358654467411"
"S0023","549.820651247719","674.314627842945","614.694223357214","13.8741287175845","15.5214035624875","878.91085064935","1349.37434863464","1003.95411038961","17.6346135147907","20.9358139088606"
"S0026","84.7055536615575","1106.3425681886","1010.70610585502","0.785277942101773","9.02434892470521","-898.498824675322","998.72115151174","898.498824675322","-9.34835659174577","9.34835659174577"
"S0030","-70.0819254151736","123.512073433168","115.708982819203","-14.3576592990651","23.5676620113268","-100.991649350649","129.807414012315","111.55738961039","-22.456674929588","25.0478772657284"
"S0032","205.766004631777","222.768866109213","205.766004631777","21.7344749254642","21.7344749254642","228.883363636363","231.121917795556","228.883363636363","23.6424433361504","23.6424433361504"
"S0036","56.4030743084861","274.544044628349","196.762644585091","3.3597388602958","11.777957199735","200.980285714286","235.35327707469","200.980285714286","11.3540876679979","11.3540876679979"
"S0038","685.050119260248","1047.87544972276","883.495171508887","6.95630175368963","8.95082714863003","983.606987012988","1799.12360395687","1498.69779220779","8.52369048766307","14.148258615276"
"S0039","32.8469287904509","169.276349142294","148.550303395747","4.34205210499806","19.2425255237284","48.2040194805194","157.58083648743","128.997603896104","5.55346271479728","15.1580431697319"
"S0040","521.745654761508","752.139781693678","668.473162782633","11.4644537951377","14.6664324228978","845.135610389612","941.785047684779","845.135610389612","17.3272127504484","17.3272127504484"
"S0041","-6.63128950422683","65.3857524806321","53.8710459882174","-3.16538434151752","26.7231771742108","-0.254655844155957","40.071057705019","37.9106688311688","1.31276186694377","18.8484201362597"
"S0045","162.045351431204","214.515849950847","167.597028290667","16.1246304855708","16.6723811845518","223.719551948052","255.611666533116","223.719551948052","20.5115104359308","20.5115104359308"
"S0046","499.336625322052","534.185503342108","499.336625322052","30.189727652309","30.189727652309","1158.2036","1199.79966820005","1158.2036","49.3539749666358","49.3539749666358"
"S0050","31.0867587846598","288.302904534446","249.543915827413","1.12458402075978","9.54283685138065","-3.21660389610406","380.644470400694","328.068279220779","-1.3314341255197","13.5802118076213"
"S0052","-94.9098404008613","246.620731250506","198.135172254706","-7.72488358991973","16.1434023027182","-85.7898376623375","407.814754240366","367.233967532468","-11.8641954657375","30.0642611956221"
"S0055","121.631315058906","292.841933118561","248.583903734265","7.09373479116683","14.4139597270465","178.995084415585","414.262786804394","328.412616883117","7.3573237508184","17.0436743973764"
"S0056","528.642898387872","897.666712243959","828.36755981087","9.49234786444786","14.7964596562213","204.629753246755","698.88043417299","589.935051948053","3.50790837821567","10.5948342414691"
"S0058","-51.1989983157865","269.721240306222","178.088601010528","-2.71112948608733","9.42311539134635","-42.7045714285717","151.457362432131","116.682285714286","-3.33780501439487","7.03173286502808"
"S0059","-55.6735379270341","122.864260203966","102.02252275622","-5.27775792717046","9.67205767955918","106.325967032967","237.30586670265","133.007593406594","7.070822674935","9.6988321905513"
"S0061","773.929818289501","905.905583126977","795.621890973698","16.9946006782049","17.4712709754165","883.212818181819","1315.69879731824","883.212818181819","15.6677507008477","15.6677507008477"
"S0062","532.449215473461","1449.99373325459","1290.48172174187","4.67651479032099","11.2382226756453","450.245272727278","2028.26552412628","1470.94054545455","1.60792722886147","11.4246713259625"
"S0067","267.0613373928","375.883142733118","319.09680243568","12.2543120992518","14.6407769011483","137.450876623376","301.543085287218","240.614175324675","6.25134700916104","11.2037532519749"
"S0068","55.4398898435049","272.821542062503","238.545312740731","8.71050983392219","36.2851143446343","67.6963376623374","284.401911011324","254.461402597403","9.79138089681431","38.310036579139"
"S0071","231.107068676399","248.868592398579","231.107068676399","10.3787686309836","10.3787686309836","929.415272727272","1132.95055798332","929.415272727272","29.0058729881178","29.0058729881178"
"S0072","133.73259929512","226.71596915699","145.888669592164","3.94607386216768","4.30169338198521","-112.604285714286","346.208981860992","316.720857142857","-4.06004393631672","10.1458219833857"
"S0073","-207.678849939151","268.088422006515","207.678849939151","-16.9115743569943","16.9115743569943","-190.355896103896","369.469337452403","318.088337662338","-19.2712552813949","27.049568947173"
"S0076","-146.351764866703","174.451612119968","146.351764866703","-11.1098757300353","11.1098757300353","-223.980833333334","279.782826457763","224.1085","-20.1593527345432","20.1686137457464"
"S0077","16.3505236752524","99.5416952206959","91.6422000506863","3.29672323834445","18.1786125996993","33.3991298701301","88.2751608895833","79.477025974026","6.3197447829998","14.8804830768241"
"S0080","95.2432572583691","197.422845590741","172.419987480662","5.00433207359764","9.0021919017357","43.9346168831175","118.088378745185","97.6621233766236","2.55879137391096","5.33632526971676"
"S0083","371.949112989902","392.064436552786","371.949112989902","34.5443987694176","34.5443987694176","413.262051948053","521.932976026917","413.262051948053","32.97131921287","32.97131921287"
"S0085","724.43955536786","2433.77300127616","2193.51587685536","3.58024635018714","10.9686762438444","549.595038961036","2838.92118964133","2678.15020779221","2.35949254009777","13.5061500138111"
"S0086","-63.585316520125","94.4486323198105","78.701589912075","-16.0388172394594","19.8486434240385","-75.4640714285714","108.368140625262","100.563642857143","-20.180312688525","26.1319014290921"
"S0088","293.471894852766","344.054233818677","293.471894852766","22.9536043644382","22.9536043644382","281.719779220779","421.685727939901","329.655467532467","19.9321938556903","24.2877236604728"
"S0089","-47.0682110387842","72.8304265752525","52.6856596170215","-9.30997669214896","10.4342902565533","-59.6921948051947","98.8034204198485","94.860116883117","-13.9489267428086","19.7608476484186"
"S0091","-44.0284403824425","247.168617945931","180.047288076489","-2.33784563772676","9.67483329866078","97.404746753247","565.78443113439","402.635850649351","0.176720405385812","17.6126192409626"
"S0092","260.39039815446","305.889607158115","284.392328024597","17.4082614422249","19.0576800329992","1195.246","1242.08279077524","1195.246","48.6069244715672","48.6069244715672"
