store_id,date,summed_revenue
S0015,2018-09-30,421.34
S0015,2018-10-01,506.35
S0015,2018-10-02,404.45
S0015,2018-10-03,402.74
S0015,2018-10-04,334.03000000000003
S0015,2018-10-05,409.77
S0015,2018-10-06,414.84
S0015,2018-10-07,527.29
S0015,2018-10-08,287.48
S0015,2018-10-09,346.18
S0015,2018-10-10,273.93
S0015,2018-10-11,320.39
S0015,2018-10-12,285.35
S0015,2018-10-13,525.16
S0015,2018-10-14,426.75
S0015,2018-10-15,247.09
S0015,2018-10-16,364.62
S0015,2018-10-17,324.8
S0015,2018-10-18,330.78999999999996
S0015,2018-10-19,387.91
S0015,2018-10-20,443.17
S0015,2018-10-21,315.33
S0015,2018-10-22,308.77
S0015,2018-10-23,353.01
S0015,2018-10-24,329.76
S0015,2018-10-25,369.99
S0015,2018-10-26,177.13
S0015,2018-10-27,474.2
S0015,2018-10-28,464.95
S0015,2018-10-29,542.1
S0015,2018-10-30,371.04
S0015,2018-10-31,363.53000000000003
S0015,2018-11-01,319.41
S0015,2018-11-02,367.08
S0015,2018-11-03,616.34
S0015,2018-11-04,626.52
S0015,2018-11-05,460.92
S0015,2018-11-06,351.83
S0015,2018-11-07,300.41
S0015,2018-11-08,250.13
S0015,2018-11-09,368.43
S0015,2018-11-10,492.22
S0015,2018-11-11,465.37
S0015,2018-11-12,365.83
S0015,2018-11-13,374.98
S0015,2018-11-14,276.36
S0015,2018-11-15,451.16
S0015,2018-11-16,375.57
S0015,2018-11-17,572.52
S0015,2018-11-18,569.06
S0015,2018-11-19,262.78000000000003
S0015,2018-11-20,415.68
S0015,2018-11-21,319.6
S0015,2018-11-22,348.98
S0015,2018-11-23,369.59
S0015,2018-11-24,611.54
S0015,2018-11-25,617.1
S0015,2018-11-26,458.67
S0015,2018-11-27,382.81
S0015,2018-11-28,542.67
S0015,2018-11-29,382.78
S0015,2018-11-30,403.92
S0015,2018-12-01,508.89
S0015,2018-12-02,713.61
S0015,2018-12-03,333.55
S0015,2018-12-04,353.16
S0015,2018-12-05,309.74
S0015,2018-12-06,425.57
S0015,2018-12-07,245.1
S0015,2018-12-08,496.84
S0015,2018-12-09,508.02
S0015,2018-12-10,339.99
S0015,2018-12-11,370.97
S0015,2018-12-12,346.1
S0015,2018-12-13,364.46999999999997
S0015,2018-12-14,289.94
S0015,2018-12-15,528.9399999999999
S0015,2018-12-16,712.1899999999999
S0015,2018-12-17,274.19
S0015,2018-12-18,518.8199999999999
S0015,2018-12-19,402.68
S0015,2018-12-20,457.95
S0015,2018-12-21,389.99
S0015,2018-12-22,825.39
S0015,2018-12-23,539.36
S0015,2018-12-24,475.53
S0015,2018-12-25,390.5
S0015,2018-12-26,385.24
S0015,2018-12-27,467.07
S0015,2018-12-28,425.76
S0015,2018-12-29,628.0
S0015,2018-12-30,736.3199999999999
S0015,2018-12-31,1027.59
S0015,2019-01-01,322.83
S0015,2019-01-02,308.95
S0015,2019-01-03,301.21
S0015,2019-01-04,400.17
S0015,2019-01-05,538.26
S0015,2019-01-06,615.86
S0015,2019-01-07,403.87
S0015,2019-01-08,298.2
S0015,2019-01-09,252.52
S0015,2019-01-10,453.18
S0015,2019-01-11,194.55
S0015,2019-01-12,467.53
S0015,2019-01-13,508.62
S0015,2019-01-14,1182.73
S0015,2019-01-15,404.71
S0015,2019-01-16,339.89
S0015,2019-01-17,318.0
S0015,2019-01-18,596.82
S0015,2019-01-19,433.83
S0015,2019-01-20,475.21999999999997
S0015,2019-01-21,301.63
S0015,2019-01-22,376.37
S0015,2019-01-23,248.89
S0015,2019-01-24,265.57
S0015,2019-01-25,508.92
S0015,2019-01-26,639.66
S0015,2019-01-27,443.38
S0015,2019-01-28,414.18
S0015,2019-01-29,483.42
S0015,2019-01-30,379.06
S0015,2019-01-31,308.76
S0015,2019-02-01,418.68
S0015,2019-02-02,709.96
S0015,2019-02-03,655.4
S0015,2019-02-04,401.3
S0015,2019-02-05,582.23
S0015,2019-02-06,461.95
S0015,2019-02-07,612.97
S0015,2019-02-08,318.44
S0015,2019-02-09,784.92
S0015,2019-02-10,751.1800000000001
S0015,2019-02-11,447.21999999999997
S0015,2019-02-12,367.43
S0015,2019-02-13,421.53
S0015,2019-02-14,303.31
S0015,2019-02-15,274.58
S0015,2019-02-16,466.46
S0015,2019-02-17,666.31
S0015,2019-02-18,567.26
S0015,2019-02-19,404.1
S0015,2019-02-20,261.66
S0015,2019-02-21,303.2
S0015,2019-02-22,287.93
S0015,2019-02-23,467.4
S0015,2019-02-24,377.52
S0015,2019-02-25,632.51
S0015,2019-02-26,252.19
S0015,2019-02-27,306.08
S0015,2019-02-28,307.84
S0015,2019-03-01,307.25
S0015,2019-03-02,445.52
S0015,2019-03-03,706.31
S0015,2019-03-04,328.02
S0015,2019-03-05,392.88
S0015,2019-03-06,252.28
S0015,2019-03-07,319.02
S0015,2019-03-08,232.56
S0015,2019-03-09,596.09
S0015,2019-03-10,591.4
S0015,2019-03-11,379.89
S0015,2019-03-12,362.16
S0015,2019-03-13,366.38
S0015,2019-03-14,400.01
S0015,2019-03-15,247.93
S0015,2019-03-16,488.27
S0015,2019-03-17,377.06
S0015,2019-03-18,383.46
S0015,2019-03-19,276.65999999999997
S0015,2019-03-20,294.18
S0015,2019-03-21,334.21
S0015,2019-03-22,444.89
S0015,2019-03-23,510.14
S0015,2019-03-24,382.04
S0015,2019-03-25,440.53
S0015,2019-03-26,263.01
S0015,2019-03-27,381.62
S0015,2019-03-28,357.44
S0015,2019-03-29,338.97
S0015,2019-03-30,481.25
S0015,2019-03-31,476.29
S0015,2019-04-01,392.75
S0015,2019-04-02,486.32
S0015,2019-04-03,280.59
S0015,2019-04-04,284.82
S0015,2019-04-05,417.49
S0015,2019-04-06,569.2
S0015,2019-04-07,615.26
S0015,2019-04-08,422.14
S0015,2019-04-09,287.6
S0015,2019-04-10,339.35
S0015,2019-04-11,266.9
S0015,2019-04-12,240.85
S0015,2019-04-13,489.67
S0015,2019-04-14,657.9399999999999
S0015,2019-04-15,435.86
S0015,2019-04-16,269.51
S0015,2019-04-17,142.58
S0015,2019-04-18,602.98
S0015,2019-04-19,429.38
S0015,2019-04-20,633.02
S0015,2019-04-21,505.43
S0015,2019-04-22,366.2
S0015,2019-04-23,344.39
S0015,2019-04-24,225.43
S0015,2019-04-25,338.44
S0015,2019-04-26,601.02
S0015,2019-04-27,400.12
S0015,2019-04-28,592.91
S0015,2019-04-29,249.58
S0015,2019-04-30,494.37
S0015,2019-05-01,351.03
S0015,2019-05-02,392.78
S0015,2019-05-03,517.72
S0015,2019-05-04,472.05
S0015,2019-05-05,639.02
S0015,2019-05-06,520.88
S0015,2019-05-07,566.71
S0015,2019-05-08,391.27
S0015,2019-05-09,369.03000000000003
S0015,2019-05-10,358.45
S0015,2019-05-11,519.64
S0015,2019-05-12,500.56
S0015,2019-05-13,238.86
S0015,2019-05-14,339.65
S0015,2019-05-15,324.68
S0015,2019-05-16,256.33
S0015,2019-05-17,259.35
S0015,2019-05-18,433.48
S0015,2019-05-19,342.7
S0015,2019-05-20,281.27
S0015,2019-05-21,308.02
S0015,2019-05-22,35.83
S0015,2019-05-23,330.35
S0015,2019-05-24,274.75
S0015,2019-05-25,427.96999999999997
S0015,2019-05-26,495.15999999999997
S0015,2019-05-27,259.18
S0015,2019-05-28,431.08
S0015,2019-05-29,356.66
S0015,2019-05-30,337.34
S0015,2019-05-31,372.6
S0015,2019-06-01,498.43
S0015,2019-06-02,411.14
S0015,2019-06-03,491.9
S0015,2019-06-04,280.54
S0015,2019-06-05,152.72
S0015,2019-06-06,375.55
S0015,2019-06-07,311.24
S0015,2019-06-08,421.19
S0015,2019-06-09,549.98
S0015,2019-06-10,298.9
S0015,2019-06-11,319.34
S0015,2019-06-12,308.24
S0015,2019-06-13,464.28
S0015,2019-06-14,402.07
S0015,2019-06-15,480.1
S0015,2019-06-16,404.19
S0015,2019-06-17,1190.37
S0015,2019-06-18,668.5
S0015,2019-06-19,210.17
S0015,2019-06-20,430.96999999999997
S0015,2019-06-21,356.81
S0015,2019-06-22,650.92
S0015,2019-06-23,555.66
S0015,2019-06-24,546.19
S0015,2019-06-25,283.5
S0015,2019-06-26,336.95
S0015,2019-06-27,349.58
S0015,2019-06-28,523.03
S0015,2019-06-29,570.83
S0015,2019-06-30,502.99
S0015,2019-07-01,595.48
S0015,2019-07-02,240.75
S0015,2019-07-03,504.90999999999997
S0015,2019-07-04,277.09999999999997
S0015,2019-07-05,353.19
S0015,2019-07-06,298.56
S0015,2019-07-07,481.38
S0015,2019-07-08,327.71999999999997
S0015,2019-07-09,196.23000000000002
S0015,2019-07-10,189.07
S0015,2019-07-11,389.09999999999997
S0015,2019-07-12,288.25
S0015,2019-07-13,359.92
S0015,2019-07-14,337.85
S0015,2019-07-15,326.23
S0015,2019-07-16,215.91
S0015,2019-07-17,267.55
S0015,2019-07-18,312.22
S0015,2019-07-19,121.78
S0015,2019-07-20,246.56
S0015,2019-07-21,205.36
S0015,2019-07-22,248.74
S0015,2019-07-23,383.53000000000003
S0015,2019-07-24,278.6
S0015,2019-07-25,186.78
S0015,2019-07-26,379.40999999999997
S0015,2019-07-27,257.93
S0015,2019-07-28,350.98
S0015,2019-07-29,316.79
S0015,2019-07-30,295.97
S0015,2019-07-31,377.66
S0015,2019-08-01,265.06
S0015,2019-08-02,289.78000000000003
S0015,2019-08-03,547.95
S0015,2019-08-04,427.14
S0015,2019-08-05,300.90999999999997
S0015,2019-08-06,297.48
S0015,2019-08-07,383.65
S0015,2019-08-08,198.89
S0015,2019-08-09,332.2
S0015,2019-08-10,362.56
S0015,2019-08-11,394.39
S0015,2019-08-12,315.27
S0015,2019-08-13,222.6
S0015,2019-08-14,343.13
S0015,2019-08-15,375.33
S0015,2019-08-16,1304.58
S0015,2019-08-17,1394.1000000000001
S0015,2019-08-18,609.83
S0015,2019-08-19,279.83
S0015,2019-08-20,6661.5
S0015,2019-08-21,4774.97
S0015,2019-08-22,298.89
S0015,2019-08-23,355.35
S0015,2019-08-24,394.06
S0015,2019-08-25,360.92
S0015,2019-08-26,288.71
S0015,2019-08-27,395.5
S0015,2019-08-28,208.75
S0015,2019-08-29,295.35
S0015,2019-08-30,375.43
S0015,2019-08-31,459.9
S0015,2019-09-01,521.48
S0015,2019-09-02,321.31
S0015,2019-09-03,404.82
S0015,2019-09-04,633.49
S0015,2019-09-05,425.65
S0015,2019-09-06,297.89
S0015,2019-09-07,328.1
S0015,2019-09-08,348.46999999999997
S0015,2019-09-09,338.76
S0015,2019-09-10,405.38
S0015,2019-09-11,429.28000000000003
S0015,2019-09-12,344.9
S0015,2019-09-13,204.68
S0015,2019-09-14,490.83
S0015,2019-09-15,450.96
S0015,2019-09-16,441.35999999999996
S0015,2019-09-17,428.65
S0015,2019-09-18,308.77
S0015,2019-09-19,419.28
S0015,2019-09-20,500.66
S0015,2019-09-21,480.02
S0015,2019-09-22,422.95
S0015,2019-09-23,382.21
S0015,2019-09-24,338.45
S0015,2019-09-25,239.4
S0015,2019-09-26,442.76
S0015,2019-09-27,424.13
S0015,2019-09-28,690.53
S0015,2019-09-29,906.62
S0015,2019-09-30,505.74
S0016,2017-01-02,70.06
S0016,2017-01-03,45.91
S0016,2017-01-04,36.68
S0016,2017-01-05,59.49
S0016,2017-01-06,65.36
S0016,2017-01-07,81.58
S0016,2017-01-08,24.73
S0016,2017-01-09,49.61
S0016,2017-01-10,62.24
S0016,2017-01-11,54.379999999999995
S0016,2017-01-12,49.07
S0016,2017-01-13,84.75
S0016,2017-01-14,85.84
S0016,2017-01-15,57.85
S0016,2017-01-16,47.94
S0016,2017-01-17,58.51
S0016,2017-01-18,70.03999999999999
S0016,2017-01-19,90.46000000000001
S0016,2017-01-20,206.06
S0016,2017-01-21,224.35
S0016,2017-01-22,78.85
S0016,2017-01-23,72.98
S0016,2017-01-24,90.64
S0016,2017-01-25,46.19
S0016,2017-01-26,48.47
S0016,2017-01-27,119.84
S0016,2017-01-28,70.63
S0016,2017-01-29,99.0
S0016,2017-01-30,35.84
S0016,2017-01-31,72.38000000000001
S0016,2017-02-01,75.84
S0016,2017-02-02,62.97
S0016,2017-02-03,55.56
S0016,2017-02-04,130.07
S0016,2017-02-05,22.41
S0016,2017-02-06,65.59
S0016,2017-02-07,41.16
S0016,2017-02-08,58.480000000000004
S0016,2017-02-09,58.25
S0016,2017-02-10,87.28
S0016,2017-02-11,63.54
S0016,2017-02-12,30.21
S0016,2017-02-13,59.24
S0016,2017-02-14,50.43
S0016,2017-02-15,87.0
S0016,2017-02-16,74.15
S0016,2017-02-17,83.43
S0016,2017-02-18,67.36
S0016,2017-02-19,77.57
S0016,2017-02-20,60.18
S0016,2017-02-21,97.37
S0016,2017-02-22,132.48
S0016,2017-02-23,34.7
S0016,2017-02-24,76.28999999999999
S0016,2017-02-25,78.3
S0016,2017-02-26,51.92
S0016,2017-02-27,95.46
S0016,2017-02-28,112.32
S0016,2017-03-01,81.09
S0016,2017-03-02,94.43
S0016,2017-03-03,104.82000000000001
S0016,2017-03-04,52.239999999999995
S0016,2017-03-05,77.73
S0016,2017-03-06,104.15
S0016,2017-03-07,67.62
S0016,2017-03-08,50.14
S0016,2017-03-09,65.39
S0016,2017-03-10,38.82
S0016,2017-03-11,51.68
S0016,2017-03-12,54.44
S0016,2017-03-13,98.3
S0016,2017-03-14,87.24
S0016,2017-03-15,120.12
S0016,2017-03-16,57.17
S0016,2017-03-17,27.48
S0016,2017-03-18,44.82
S0016,2017-03-19,54.98
S0016,2017-03-20,58.400000000000006
S0016,2017-03-21,32.38
S0016,2017-03-22,112.21
S0016,2017-03-23,63.85
S0016,2017-03-24,67.19999999999999
S0016,2017-03-25,87.3
S0016,2017-03-26,75.41
S0016,2017-03-27,81.4
S0016,2017-03-28,34.86
S0016,2017-03-29,64.48
S0016,2017-03-30,88.61
S0016,2017-03-31,115.15
S0016,2017-04-01,36.64
S0016,2017-04-02,136.55
S0016,2017-04-03,80.28
S0016,2017-04-04,87.9
S0016,2017-04-05,96.5
S0016,2017-04-06,57.29
S0016,2017-04-07,89.2
S0016,2017-04-08,67.38
S0016,2017-04-09,63.18
S0016,2017-04-10,83.67
S0016,2017-04-11,79.97
S0016,2017-04-12,33.88
S0016,2017-04-13,73.25
S0016,2017-04-14,47.5
S0016,2017-04-15,55.36
S0016,2017-04-16,78.85000000000001
S0016,2017-04-17,109.69
S0016,2017-04-18,120.38000000000001
S0016,2017-04-19,85.35
S0016,2017-04-20,71.48
S0016,2017-04-21,94.31
S0016,2017-04-22,95.78
S0016,2017-04-23,51.22
S0016,2017-04-24,63.26
S0016,2017-04-25,107.14
S0016,2017-04-26,68.63
S0016,2017-04-27,97.97
S0016,2017-04-28,95.33
S0016,2017-04-29,55.07
S0016,2017-04-30,57.94
S0016,2017-05-01,95.23
S0016,2017-05-02,71.47
S0016,2017-05-03,87.53999999999999
S0016,2017-05-04,54.75
S0016,2017-05-05,46.45
S0016,2017-05-06,47.85
S0016,2017-05-07,56.370000000000005
S0016,2017-05-08,105.9
S0016,2017-05-09,110.21000000000001
S0016,2017-05-10,61.33
S0016,2017-05-11,76.03
S0016,2017-05-12,113.48
S0016,2017-05-13,39.73
S0016,2017-05-14,115.83
S0016,2017-05-15,85.99
S0016,2017-05-16,64.99
S0016,2017-05-17,60.33
S0016,2017-05-18,70.11
S0016,2017-05-19,56.4
S0016,2017-05-20,67.67
S0016,2017-05-21,55.03
S0016,2017-05-22,46.08
S0016,2017-05-23,98.33
S0016,2017-05-24,41.05
S0016,2017-05-25,117.05
S0016,2017-05-26,97.71
S0016,2017-05-27,96.18
S0016,2017-05-28,102.6
S0016,2017-05-29,45.26
S0016,2017-05-30,73.11
S0016,2017-05-31,114.61
S0016,2017-06-01,77.01
S0016,2017-06-02,83.03999999999999
S0016,2017-06-03,30.16
S0016,2017-06-04,135.41
S0016,2017-06-05,40.79
S0016,2017-06-06,28.69
S0016,2017-06-07,50.86
S0016,2017-06-08,45.029999999999994
S0016,2017-06-09,77.5
S0016,2017-06-10,82.04
S0016,2017-06-11,25.59
S0016,2017-06-12,135.06
S0016,2017-06-13,91.28
S0016,2017-06-14,98.41
S0016,2017-06-15,51.28
S0016,2017-06-16,50.93
S0016,2017-06-17,35.05
S0016,2017-06-18,93.93
S0016,2017-06-19,117.73
S0016,2017-06-20,72.52
S0016,2017-06-21,39.15
S0016,2017-06-22,57.77
S0016,2017-06-23,23.96
S0016,2017-06-24,50.81
S0016,2017-06-25,0.0
S0016,2017-06-26,15.69
S0016,2017-06-27,31.259999999999998
S0016,2017-06-28,56.42
S0016,2017-06-29,51.92
S0016,2017-06-30,100.69999999999999
S0016,2017-07-01,55.2
S0016,2017-07-02,34.940000000000005
S0016,2017-07-03,96.55
S0016,2017-07-04,107.22
S0016,2017-07-05,43.99
S0016,2017-07-06,100.17
S0016,2017-07-07,45.23
S0016,2017-07-08,77.78
S0016,2017-07-09,105.39
S0016,2017-07-10,64.32
S0016,2017-07-11,31.16
S0016,2017-07-12,80.81
S0016,2017-07-13,49.03
S0016,2017-07-14,90.26
S0016,2017-07-15,59.550000000000004
S0016,2017-07-16,86.52
S0016,2017-07-17,67.43
S0016,2017-07-18,77.21
S0016,2017-07-19,48.69
S0016,2017-07-20,70.08
S0016,2017-07-21,47.07
S0016,2017-07-22,55.46
S0016,2017-07-23,48.42
S0016,2017-07-24,53.620000000000005
S0016,2017-07-25,59.13
S0016,2017-07-26,77.2
S0016,2017-07-27,37.83
S0016,2017-07-28,53.03
S0016,2017-07-29,39.550000000000004
S0016,2017-07-30,73.55
S0016,2017-07-31,23.21
S0016,2017-08-01,25.39
S0016,2017-08-02,75.68
S0016,2017-08-03,42.86
S0016,2017-08-04,50.67
S0016,2017-08-05,48.51
S0016,2017-08-06,46.230000000000004
S0016,2017-08-07,77.11
S0016,2017-08-08,69.16
S0016,2017-08-09,58.14
S0016,2017-08-10,66.37
S0016,2017-08-11,51.42
S0016,2017-08-12,74.26
S0016,2017-08-13,57.51
S0016,2017-08-14,92.6
S0016,2017-08-15,68.72
S0016,2017-08-16,69.28
S0016,2017-08-17,65.34
S0016,2017-08-18,44.01
S0016,2017-08-19,55.96
S0016,2017-08-20,15.88
S0016,2017-08-21,59.96
S0016,2017-08-22,40.339999999999996
S0016,2017-08-23,41.71
S0016,2017-08-24,44.77
S0016,2017-08-25,43.42
S0016,2017-08-26,54.22
S0016,2017-08-27,96.16000000000001
S0016,2017-08-28,38.97
S0016,2017-08-29,28.61
S0016,2017-08-30,67.1
S0016,2017-08-31,149.1
S0016,2017-09-01,0.0
S0016,2017-09-02,0.0
S0016,2017-09-03,14.17
S0016,2017-09-04,84.61
S0016,2017-09-05,82.99000000000001
S0016,2017-09-06,76.46
S0016,2017-09-07,74.77
S0016,2017-09-08,49.66
S0016,2017-09-09,20.55
S0016,2017-09-10,68.30000000000001
S0016,2017-09-11,62.24
S0016,2017-09-12,90.85
S0016,2017-09-13,47.78
S0016,2017-09-14,128.76
S0016,2017-09-15,119.21000000000001
S0016,2017-09-16,27.830000000000002
S0016,2017-09-17,72.66000000000001
S0016,2017-09-18,120.16000000000001
S0016,2017-09-19,98.51
S0016,2017-09-20,62.79
S0016,2017-09-21,78.38
S0016,2017-09-22,67.79
S0016,2017-09-23,49.410000000000004
S0016,2017-09-24,97.12
S0016,2017-09-25,24.82
S0016,2017-09-26,48.26
S0016,2017-09-27,85.45
S0016,2017-09-28,36.82
S0016,2017-09-29,44.67
S0016,2017-09-30,154.49
S0016,2017-10-01,82.62
S0016,2017-10-02,120.78999999999999
S0016,2017-10-03,81.92999999999999
S0016,2017-10-04,70.67999999999999
S0016,2017-10-05,97.2
S0016,2017-10-06,109.85
S0016,2017-10-07,98.82
S0016,2017-10-08,93.95
S0016,2017-10-09,142.78
S0016,2017-10-10,125.62
S0016,2017-10-11,55.81
S0016,2017-10-12,46.86
S0016,2017-10-13,59.25
S0016,2017-10-14,75.54
S0016,2017-10-15,100.72999999999999
S0016,2017-10-16,59.27
S0016,2017-10-17,33.1
S0016,2017-10-18,74.28
S0016,2017-10-19,74.71000000000001
S0016,2017-10-20,66.08
S0016,2017-10-21,49.34
S0016,2017-10-22,51.08
S0016,2017-10-23,43.45
S0016,2017-10-24,81.0
S0016,2017-10-25,32.7
S0016,2017-10-26,46.45
S0016,2017-10-27,70.72
S0016,2017-10-28,49.03
S0016,2017-10-29,29.55
S0016,2017-10-30,53.18
S0016,2017-10-31,56.04
S0016,2017-11-01,29.81
S0016,2017-11-02,69.37
S0016,2017-11-03,98.58
S0016,2017-11-04,108.27
S0016,2017-11-05,51.44
S0016,2017-11-06,63.58
S0016,2017-11-07,47.120000000000005
S0016,2017-11-08,39.97
S0016,2017-11-09,69.37
S0016,2017-11-10,95.92
S0016,2017-11-11,66.33
S0016,2017-11-12,64.61
S0016,2017-11-13,90.46000000000001
S0016,2017-11-14,49.77
S0016,2017-11-15,78.16
S0016,2017-11-16,69.67
S0016,2017-11-17,60.660000000000004
S0016,2017-11-18,115.79
S0016,2017-11-19,75.29
S0016,2017-11-20,72.05
S0016,2017-11-21,42.3
S0016,2017-11-22,37.2
S0016,2017-11-23,94.78999999999999
S0016,2017-11-24,49.28
S0016,2017-11-25,31.37
S0016,2017-11-26,25.880000000000003
S0016,2017-11-27,73.94
S0016,2017-11-28,47.79
S0016,2017-11-29,47.51
S0016,2017-11-30,76.48
S0016,2017-12-01,74.39
S0016,2017-12-02,103.65
S0016,2017-12-03,40.92
S0016,2017-12-04,104.43
S0016,2017-12-05,39.93
S0016,2017-12-06,92.07000000000001
S0016,2017-12-07,32.17
S0016,2017-12-08,98.60000000000001
S0016,2017-12-09,66.1
S0016,2017-12-10,29.95
S0016,2017-12-11,98.61
S0016,2017-12-12,100.42
S0016,2017-12-13,124.59
S0016,2017-12-14,81.36999999999999
S0016,2017-12-15,68.39
S0016,2017-12-16,71.01
S0016,2017-12-17,74.94
S0016,2017-12-18,80.17
S0016,2017-12-19,105.43
S0016,2017-12-20,65.62
S0016,2017-12-21,81.25
S0016,2017-12-22,29.369999999999997
S0016,2017-12-23,70.21
S0016,2017-12-24,67.09
S0016,2017-12-25,84.54
S0016,2017-12-26,37.66
S0016,2017-12-27,84.58
S0016,2017-12-28,61.39
S0016,2017-12-29,50.11
S0016,2017-12-30,140.73
S0016,2017-12-31,112.2
S0016,2018-01-01,51.89
S0016,2018-01-02,140.33
S0016,2018-01-03,64.42
S0016,2018-01-04,78.71000000000001
S0016,2018-01-05,27.31
S0016,2018-01-06,67.09
S0016,2018-01-07,83.06
S0016,2018-01-08,36.8
S0016,2018-01-09,57.190000000000005
S0016,2018-01-10,25.35
S0016,2018-01-11,85.04
S0016,2018-01-12,80.59
S0016,2018-01-13,62.72
S0016,2018-01-14,79.71
S0016,2018-01-15,66.43
S0016,2018-01-16,71.82
S0016,2018-01-17,172.31
S0016,2018-01-18,84.28999999999999
S0016,2018-01-19,27.79
S0016,2018-01-20,93.9
S0016,2018-01-21,68.91
S0016,2018-01-22,48.8
S0016,2018-01-23,62.66
S0016,2018-01-24,72.27
S0016,2018-01-25,49.61
S0016,2018-01-26,128.27
S0016,2018-01-27,103.44
S0016,2018-01-28,129.19
S0016,2018-01-29,107.47
S0016,2018-01-30,62.26
S0016,2018-01-31,89.54
S0016,2018-02-01,83.1
S0016,2018-02-02,91.93
S0016,2018-02-03,61.879999999999995
S0016,2018-02-04,76.21
S0016,2018-02-05,77.28
S0016,2018-02-06,156.72
S0016,2018-02-07,87.53999999999999
S0016,2018-02-08,79.11999999999999
S0016,2018-02-09,105.85000000000001
S0016,2018-02-10,47.0
S0016,2018-02-11,74.91
S0016,2018-02-12,48.72
S0016,2018-02-13,34.32
S0016,2018-02-14,48.7
S0016,2018-02-15,125.78999999999999
S0016,2018-02-16,90.11
S0016,2018-02-17,64.75
S0016,2018-02-18,124.07000000000001
S0016,2018-02-19,62.28
S0016,2018-02-20,81.86
S0016,2018-02-21,78.2
S0016,2018-02-22,57.589999999999996
S0016,2018-02-23,115.22
S0016,2018-02-24,91.95
S0016,2018-02-25,101.4
S0016,2018-02-26,61.54
S0016,2018-02-27,58.32
S0016,2018-02-28,67.8
S0016,2018-03-01,120.0
S0016,2018-03-02,67.58
S0016,2018-03-03,91.56
S0016,2018-03-04,59.28
S0016,2018-03-05,118.44
S0016,2018-03-06,57.15
S0016,2018-03-07,60.78
S0016,2018-03-08,32.83
S0016,2018-03-09,122.59
S0016,2018-03-10,57.93
S0016,2018-03-11,103.89999999999999
S0016,2018-03-12,81.89
S0016,2018-03-13,62.53
S0016,2018-03-14,34.29
S0016,2018-03-15,84.48
S0016,2018-03-16,70.37
S0016,2018-03-17,98.6
S0016,2018-03-18,97.4
S0016,2018-03-19,44.28
S0016,2018-03-20,101.31
S0016,2018-03-21,95.02000000000001
S0016,2018-03-22,140.19
S0016,2018-03-23,45.45
S0016,2018-03-24,113.36
S0016,2018-03-25,75.61
S0016,2018-03-26,118.63
S0016,2018-03-27,97.24
S0016,2018-03-28,102.95
S0016,2018-03-29,102.64999999999999
S0016,2018-03-30,67.67999999999999
S0016,2018-03-31,87.34
S0016,2018-04-01,97.7
S0016,2018-04-02,149.4
S0016,2018-04-03,122.73
S0016,2018-04-04,88.26
S0016,2018-04-05,86.23
S0016,2018-04-06,56.620000000000005
S0016,2018-04-07,105.33
S0016,2018-04-08,68.18
S0016,2018-04-09,62.43
S0016,2018-04-10,106.18
S0016,2018-04-11,66.19
S0016,2018-04-12,174.7
S0016,2018-04-13,44.58
S0016,2018-04-14,100.78
S0016,2018-04-15,102.64
S0016,2018-04-16,103.05000000000001
S0016,2018-04-17,58.93
S0016,2018-04-18,28.63
S0016,2018-04-19,49.190000000000005
S0016,2018-04-20,83.84
S0016,2018-04-21,78.88
S0016,2018-04-22,101.05000000000001
S0016,2018-04-23,104.46
S0016,2018-04-24,97.68
S0016,2018-04-25,67.2
S0016,2018-04-26,55.16
S0016,2018-04-27,59.050000000000004
S0016,2018-04-28,85.81
S0016,2018-04-29,76.99
S0016,2018-04-30,76.35
S0016,2018-05-01,45.7
S0016,2018-05-02,67.86
S0016,2018-05-03,102.36
S0016,2018-05-04,78.26
S0016,2018-05-05,117.96000000000001
S0016,2018-05-06,113.10000000000001
S0016,2018-05-07,39.88
S0016,2018-05-08,86.39999999999999
S0016,2018-05-09,116.21000000000001
S0016,2018-05-10,72.59
S0016,2018-05-11,46.190000000000005
S0016,2018-05-12,130.3
S0016,2018-05-13,158.45999999999998
S0016,2018-05-14,55.980000000000004
S0016,2018-05-15,96.08
S0016,2018-05-16,139.51
S0016,2018-05-17,131.67
S0016,2018-05-18,102.35
S0016,2018-05-19,118.52
S0016,2018-05-20,102.93
S0016,2018-05-21,61.519999999999996
S0016,2018-05-22,95.03
S0016,2018-05-23,39.6
S0016,2018-05-24,88.41
S0016,2018-05-25,99.91
S0016,2018-05-26,132.24
S0016,2018-05-27,72.62
S0016,2018-05-28,74.03999999999999
S0016,2018-05-29,42.160000000000004
S0016,2018-05-30,81.07
S0016,2018-05-31,95.65
S0016,2018-06-01,66.04
S0016,2018-06-02,70.67
S0016,2018-06-03,104.96000000000001
S0016,2018-06-04,130.31
S0016,2018-06-05,111.67999999999999
S0016,2018-06-06,92.38
S0016,2018-06-07,44.01
S0016,2018-06-08,69.19
S0016,2018-06-09,59.870000000000005
S0016,2018-06-10,70.0
S0016,2018-06-11,85.44
S0016,2018-06-12,86.51
S0016,2018-06-13,79.37
S0016,2018-06-14,84.82000000000001
S0016,2018-06-15,0.0
S0016,2018-06-16,0.0
S0016,2018-06-17,79.05
S0016,2018-06-18,105.14
S0016,2018-06-19,80.98
S0016,2018-06-20,23.93
S0016,2018-06-21,44.75
