"store_id","date","summed_revenue","ses_revenue","hold_revenue","hold_damped_revenue","ets_revenue","stlf_revenue"
"S0102",2019-09-29,2626.25,3455.23210467462,3608.63501465374,3424.60404603731,6984.88036893166,2532.39182807269
"S0104",2019-09-01,5093.48,16456.9793742019,16348.8077851368,16197.2417893969,24366.4588404898,12614.4309927446
"S0104",2019-09-08,6807.11,16456.9793742019,16440.2216224098,16199.0271192582,24366.4588404898,13671.4484843696
"S0104",2019-09-15,7527.73,16456.9793742019,16531.6354596828,16200.6684833903,24366.4588404898,15216.8702069796
"S0104",2019-09-22,6880.24,16456.9793742019,16623.0492969558,16202.1774909261,24366.4588404898,13835.0685783354
"S0104",2019-09-29,7901.48,16456.9793742019,16714.4631342288,16203.5648148589,24366.4588404898,14332.3929948718
"S0107",2019-09-01,825.79,1236.70367348986,1421.32796056337,1268.61339821663,1207.39519096302,1013.48462078119
"S0107",2019-09-08,1217.14,1236.70367348986,1423.72702125077,1268.83462016898,1207.39519096302,1305.7908078018
"S0107",2019-09-15,1135.04,1236.70367348986,1426.12608193816,1269.03188056077,1207.39519096302,1766.72885578798
"S0107",2019-09-22,1415.06,1236.70367348986,1428.52514262556,1269.20777477813,1207.39519096302,1211.64614306667
"S0107",2019-09-29,1739.27,1236.70367348986,1430.92420331295,1269.36461708905,1207.39519096302,1264.07974389579
"S0108",2019-09-01,3295.92,13901.5486816029,13724.7354551946,13699.0947840804,20071.9469974611,8612.07011210059
"S0108",2019-09-08,3379.2,13901.5486816029,13805.2061175986,13700.6307260357,20071.9469974611,9009.85342059935
"S0108",2019-09-15,5483.23,13901.5486816029,13885.6767800025,13702.037697697,20071.9469974611,9866.27406742503
"S0108",2019-09-22,3432.79,13901.5486816029,13966.1474424065,13703.3265284688,20071.9469974611,8873.02864230147
"S0108",2019-09-29,3742.14,13901.5486816029,14046.6181048104,13704.50713843,20071.9469974611,9312.64292380651
"S0109",2019-09-01,1765.57,5009.04074222453,6685.84973011258,6480.16566722925,6686.27324090897,NA
"S0109",2019-09-08,1530.94,5009.04074222453,8775.99882802819,8168.3922322601,8776.56935424405,NA
"S0109",2019-09-15,1425.8,5009.04074222453,10866.1479259438,9686.21652852904,10866.8654675791,NA
"S0109",2019-09-22,1263.15,5009.04074222453,12956.2970238594,11050.838222124,12957.1615809142,NA
"S0109",2019-09-29,2353.34,5009.04074222453,15046.446121775,12277.7209194213,15047.4576942493,NA
"S0120",2019-09-01,373.66,489.964193362979,507.268330095133,486.758906730919,421.958287370465,346.14435792122
"S0120",2019-09-08,404.31,489.964193362979,508.188064017122,486.799653856954,421.958287370465,439.064095259738
"S0120",2019-09-15,615.17,489.964193362979,509.107797939112,486.837275894401,421.958287370465,513.906312290589
"S0120",2019-09-22,504.81,489.964193362979,510.027531861101,486.87201252099,421.958287370465,461.593852447373
"S0120",2019-09-29,553.02,489.964193362979,510.94726578309,486.90408503244,421.958287370465,604.095482792406
"S0122",2019-09-01,1981.88,3738.66049327188,3721.48629588713,3739.11937452856,3207.04095274277,2142.19618797219
"S0122",2019-09-08,1992.27,3738.66049327188,3742.56669300669,3768.27158306226,3207.04095274277,2070.95612798308
"S0122",2019-09-15,1595.49,3738.66049327188,3763.64709012625,3796.84074666028,3207.04095274277,2339.43305016302
"S0122",2019-09-22,1389.52,3738.66049327188,3784.7274872458,3824.83852623666,3207.04095274277,2172.13446842029
"S0122",2019-09-29,2596.96,3738.66049327188,3805.80788436536,3852.27634948681,3207.04095274277,2207.08379185482
"S0126",2019-09-01,2607.85,5621.96797407064,5640.2522231672,5574.35560622738,6709.42386315487,3159.84973510649
"S0126",2019-09-08,3498.69,5621.96797407064,5659.38857381656,5574.78989713776,6709.42386315487,3907.69552750094
"S0126",2019-09-15,3408.88,5621.96797407064,5678.52492446592,5575.18680042894,6709.42386315487,4856.20691144551
"S0126",2019-09-22,3705.91,5621.96797407064,5697.66127511528,5575.54953475929,6709.42386315487,4080.68118559874
"S0126",2019-09-29,5058.87,5621.96797407064,5716.79762576465,5575.88104169645,6709.42386315487,3793.12713158607
"S0131",2019-09-01,1759.18,7109.72068321541,7112.90001523707,7102.1593763826,6709.26717419682,2880.77324386644
"S0131",2019-09-08,1735.58,7109.72068321541,7156.7494414863,7102.59552689871,6709.26717419682,2795.41182470675
"S0131",2019-09-15,1934.09,7109.72068321541,7200.59886773553,7102.98057864423,6709.26717419682,3145.94321392917
"S0131",2019-09-22,1546.06,7109.72068321541,7244.44829398476,7103.32051827802,6709.26717419682,2881.16799295231
"S0131",2019-09-29,2127.71,7109.72068321541,7288.29772023399,7103.62063107057,6709.26717419682,2944.00321571157
"S0132",2019-09-01,2754.96,11522.4101668152,11506.8643531742,11444.0098184825,14045.1844412451,7061.26210463548
"S0132",2019-09-08,3060.24,11522.4101668152,11575.3462396089,11445.0279088062,14045.1844412451,7693.88824084299
"S0132",2019-09-15,3712.46,11522.4101668152,11643.8281260436,11445.9604744242,14045.1844412451,9332.50735375962
"S0132",2019-09-22,2999.8,11522.4101668152,11712.3100124783,11446.8146998418,14045.1844412451,7548.19857213699
"S0132",2019-09-29,3429.3,11522.4101668152,11780.791898913,11447.5971660297,14045.1844412451,7895.92119688561
"S0136",2019-09-01,657.46,1475.9767340412,1579.24787018473,1606.33077425139,1462.3885488448,NA
"S0136",2019-09-08,417.52,1475.9767340412,1648.50299414876,1663.67550507233,1462.3885488448,NA
"S0136",2019-09-15,0,1475.9767340412,1717.75811811278,1709.55138568656,1462.3885488448,NA
"S0136",2019-09-22,0,1475.9767340412,1787.01324207681,1746.2521669441,1462.3885488448,NA
"S0136",2019-09-29,0,1475.9767340412,1856.26836604083,1775.61285336318,1462.3885488448,NA
"S0141",2019-09-01,237.38,486.536929684952,486.060945588386,479.652640226368,585.210129456622,421.486070415681
"S0141",2019-09-08,493.93,486.536929684952,487.755139395933,479.788762993997,585.210129456622,494.837294228563
"S0141",2019-09-15,315.22,486.536929684952,489.44933320348,479.92216329465,585.210129456622,435.528012480073
"S0141",2019-09-22,427.36,486.536929684952,491.143527011027,480.052895577899,585.210129456622,492.053470612337
"S0141",2019-09-29,339.91,486.536929684952,492.837720818574,480.18101320432,585.210129456622,426.2766681261
"S0142",2019-09-01,1237.43,4668.84118699508,4589.74958850978,4615.10355630614,8762.46353036097,2738.91555812952
"S0142",2019-09-08,1281.46,4668.84118699508,4614.33950450267,4615.71415813922,8762.46353036097,3250.95589560294
"S0142",2019-09-15,1712.55,4668.84118699508,4638.92942049555,4616.26260491168,8762.46353036097,3602.38629989937
"S0142",2019-09-22,1794.39,4668.84118699508,4663.51933648844,4616.75522358055,8762.46353036097,3104.17455545244
"S0142",2019-09-29,1866.41,4668.84118699508,4688.10925248133,4617.19769706221,8762.46353036097,3275.97762749488
"S0143",2019-09-01,629.58,711.159484678171,707.91738515395,708.503278720467,761.198339974855,547.049973598234
"S0143",2019-09-08,915.27,711.159484678171,710.640685449785,708.574371610977,761.198339974855,593.786079619496
"S0143",2019-09-15,507.08,711.159484678171,713.36398574562,708.637322918812,761.198339974855,864.209528809965
"S0143",2019-09-22,601.63,711.159484678171,716.087286041456,708.693065020867,761.198339974855,565.978850877142
"S0143",2019-09-29,704.87,711.159484678171,718.810586337291,708.742423517908,761.198339974855,561.415838137055
